Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S36612401,Gray Teal,Anas gracilis,481,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4,,In pond at dam
S38311411,Gray Teal,Anas gracilis,481,2,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S36190791,Gray Teal,Anas gracilis,481,38,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S33870380,Chestnut Teal,Anas castanea,482,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S34078473,Chestnut Teal,Anas castanea,482,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S35932805,Chestnut Teal,Anas castanea,482,9,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S33875124,Chestnut Teal,Anas castanea,482,X,AU-TAS,,Lake St Clair--Narcissus Bay,-42.01537,146.10649,12-24-2016,06:00 PM,eBird - Casual Observation,0,0,,,2
S36190791,Chestnut Teal,Anas castanea,482,22,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S36190791,Pink-eared Duck,Malacorhynchus membranaceus,488,1,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1,,Presumably the same bird that was found and reported by Dion Hobcroft on eremaea on Friday; observed preening and resting on the mudflat near the south-east corner of the refuge
S35447772,Canvasback,Aythya valisineria,496,2,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35238044,Canvasback,Aythya valisineria,496,2,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-17-2017,11:12 AM,eBird - Stationary Count,30,1,,,1
S35501895,Canvasback,Aythya valisineria,496,4,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S36081411,White-eyed Duck,Aythya australis,505,1,AU-NSW,,"AU-Nova Gales do Sul-Queens Park-Musgrave Avenue - -33,902x151,242",-33.9015289,151.2423158,04-19-2017,10:16 AM,eBird - Stationary Count,12,1,,,1
S33423571,White-eyed Duck,Aythya australis,505,7,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-04-2017,02:01 PM,eBird - Stationary Count,10,1,,,1
S33870380,White-eyed Duck,Aythya australis,505,30,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,White-eyed Duck,Aythya australis,505,60,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,White-eyed Duck,Aythya australis,505,23,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,White-eyed Duck,Aythya australis,505,40,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,White-eyed Duck,Aythya australis,505,70,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,White-eyed Duck,Aythya australis,505,65,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,White-eyed Duck,Aythya australis,505,60,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,White-eyed Duck,Aythya australis,505,45,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,White-eyed Duck,Aythya australis,505,60,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,White-eyed Duck,Aythya australis,505,45,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,White-eyed Duck,Aythya australis,505,30,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S35932805,White-eyed Duck,Aythya australis,505,5,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S33919977,White-eyed Duck,Aythya australis,505,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:14 PM,eBird - Stationary Count,8,1,,,1
S34041186,White-eyed Duck,Aythya australis,505,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34084833,White-eyed Duck,Aythya australis,505,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S34103569,White-eyed Duck,Aythya australis,505,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34254056,White-eyed Duck,Aythya australis,505,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-09-2017,05:12 PM,eBird - Stationary Count,27,1,,,1
S34378128,White-eyed Duck,Aythya australis,505,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34836062,White-eyed Duck,Aythya australis,505,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34879984,White-eyed Duck,Aythya australis,505,10,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S34888521,White-eyed Duck,Aythya australis,505,14,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,White-eyed Duck,Aythya australis,505,3,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S36086982,White-eyed Duck,Aythya australis,505,10,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36105971,White-eyed Duck,Aythya australis,505,2,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S38311411,White-eyed Duck,Aythya australis,505,4,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S37258375,Tufted Duck,Aythya fuligula,506,2,NL-NH,,"NL-Amsterdã-112 Jachthavenweg - 52,337x4,853 - 30/05/2017 11:02 da manhã",52.3368197,4.8534991,05-30-2017,10:45 AM,eBird - Casual Observation,,0,,,1
S35651135,Greater Scaup,Aythya marila,508,1,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35651135,Lesser Scaup,Aythya affinis,511,2,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35546476,Surf Scoter,Melanitta perspicillata,530,55,US-CA,Marin,Pt. Reyes--Limantour Beach,38.0249882,-122.883153,03-30-2017,12:10 PM,eBird - Stationary Count,30,1,,,2
S35651135,Surf Scoter,Melanitta perspicillata,530,3,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35447772,Bufflehead,Bucephala albeola,541,4,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35238044,Bufflehead,Bucephala albeola,541,5,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-17-2017,11:12 AM,eBird - Stationary Count,30,1,,,1
S35501895,Bufflehead,Bucephala albeola,541,2,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35404204,Bufflehead,Bucephala albeola,541,1,US-CA,Marin,"US-Califórnia-Mill Valley-William T. Bagley Freeway - 37,883x-122,516",37.8830087,-122.515974,03-24-2017,04:28 PM,eBird - Casual Observation,,0,,,1
S35373114,Bufflehead,Bucephala albeola,541,1,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-23-2017,08:31 AM,eBird - Stationary Count,20,1,,,1
S35651135,Bufflehead,Bucephala albeola,541,14,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35430061,Common Merganser,Mergus merganser,555,6,US-CA,Marin,Bon Tempe Lake,37.9574291,-122.6097822,03-25-2017,02:04 PM,eBird - Casual Observation,,0,,,6
S35447772,Common Merganser,Mergus merganser,555,4,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35099166,Common Merganser,Mergus merganser,555,1,US-ME,Washington,"Farm cove, Grand lake stream",45.2064729,-67.8633213,07-27-2011,05:00 PM,eBird - Casual Observation,0,0,,,2
S35373114,Red-breasted Merganser,Mergus serrator,561,1,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-23-2017,08:31 AM,eBird - Stationary Count,20,1,,,1
S35430061,Ruddy Duck,Oxyura jamaicensis,567,4,US-CA,Marin,Bon Tempe Lake,37.9574291,-122.6097822,03-25-2017,02:04 PM,eBird - Casual Observation,,0,,,6
S35501895,Ruddy Duck,Oxyura jamaicensis,567,2,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35651135,Ruddy Duck,Oxyura jamaicensis,567,80,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35732236,duck sp.,Anatinae sp.,578,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1,,Domestic type
S34803106,Australian Brushturkey,Alectura lathami,580,1,AU-NSW,,manly beach,-33.8007953,151.2983485,02-26-2017,11:43 AM,eBird - Casual Observation,,0,,,1
S33920258,Orange-footed Scrubfowl,Megapodius reinwardt,619,X,AU-QLD,,Cairns Botanical Gardens and Centenary Lakes,-16.8992644,145.7476759,07-30-2014,05:00 PM,eBird - Casual Observation,0,0,,,4
S35546692,California Quail,Callipepla californica,786,22,US-CA,Marin,Pt. Reyes--Bear Valley Visitor Center,38.0425019,-122.7990925,03-30-2017,02:30 PM,eBird - Casual Observation,,0,,,2
S33881976,Indian Peafowl,Pavo cristatus,1008,15,IN-RJ,Sawai Madhopur,Ranthambore NP,26.0129781,76.5032959,03-12-2015,07:00 AM,eBird - Casual Observation,0,0,,,1
S33873324,Ring-necked Pheasant,Phasianus colchicus,1323,1,AU-WA,,Herschel and Government Lakes (Rottnest Island),-31.9987958,115.534029,11-27-2016,01:00 PM,eBird - Casual Observation,0,0,,,2
S35546476,Common Loon,Gavia immer,1567,2,US-CA,Marin,Pt. Reyes--Limantour Beach,38.0249882,-122.883153,03-30-2017,12:10 PM,eBird - Stationary Count,30,1,,,2
S35099166,Common Loon,Gavia immer,1567,1,US-ME,Washington,"Farm cove, Grand lake stream",45.2064729,-67.8633213,07-27-2011,05:00 PM,eBird - Casual Observation,0,0,,,2
S36081411,Australasian Grebe,Tachybaptus novaehollandiae,1587,1,AU-NSW,,"AU-Nova Gales do Sul-Queens Park-Musgrave Avenue - -33,902x151,242",-33.9015289,151.2423158,04-19-2017,10:16 AM,eBird - Stationary Count,12,1,,,1
S34078473,Australasian Grebe,Tachybaptus novaehollandiae,1587,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S35079695,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S37077499,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Australasian Grebe,Tachybaptus novaehollandiae,1587,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S35932805,Australasian Grebe,Tachybaptus novaehollandiae,1587,10,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34041186,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34103569,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34378128,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S36082236,Australasian Grebe,Tachybaptus novaehollandiae,1587,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S36086982,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36612401,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4,,in pond at dam
S36105971,Australasian Grebe,Tachybaptus novaehollandiae,1587,4,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S38311411,Australasian Grebe,Tachybaptus novaehollandiae,1587,2,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S35447772,Pied-billed Grebe,Podilymbus podiceps,1601,2,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35651135,Pied-billed Grebe,Podilymbus podiceps,1601,2,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35373114,Horned Grebe,Podiceps auritus,1611,1,US-CA,Santa Barbara,Santa Barbara Harbor,34.4078515,-119.6898863,03-23-2017,08:31 AM,eBird - Stationary Count,20,1,,,1
S35447772,Red-necked Grebe,Podiceps grisegena,1614,1,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35546476,Eared Grebe,Podiceps nigricollis,1621,1,US-CA,Marin,Pt. Reyes--Limantour Beach,38.0249882,-122.883153,03-30-2017,12:10 PM,eBird - Stationary Count,30,1,,,2
S35651135,Eared Grebe,Podiceps nigricollis,1621,1,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S35323064,Western Grebe,Aechmophorus occidentalis,1633,1,US-CA,Santa Barbara,Santa Barbara Harbor--Stearns Wharf,34.4098907,-119.6858793,03-20-2017,06:42 PM,eBird - Casual Observation,0,1,,,2
S35651135,Western Grebe,Aechmophorus occidentalis,1633,3,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S37617658,Greater Flamingo,Phoenicopterus roseus,1643,12,PT-01,Aveiro,Ria de Aveiro--complexo de salinas do Canal das Pirâmides (Salina da Troncalhada e outras),40.6417709,-8.6631972,06-16-2017,07:08 AM,eBird - Casual Observation,,0,,,2
S34007252,Greater Flamingo,Phoenicopterus roseus,1643,X,ES-AN,Málaga,Río Grande,36.7226326,-4.7049272,03-15-2001,03:00 PM,eBird - Casual Observation,0,0,,,1
S33912295,Yellow-eyed Penguin,Megadyptes antipodes,1659,X,NZ-OTA,Waitaki District,Katiki Point,-45.3924229,170.8668852,03-06-2016,05:00 PM,eBird - Casual Observation,0,0,,,3
S33916985,Yellow-nosed Albatross (Indian),Thalassarche chlororhynchos bassi,1683,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S33916985,White-capped Albatross,Thalassarche cauta,1686,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S37921801,Black-browed Albatross,Thalassarche melanophris,1692,3,AU-NSW,,"Boora Point, Maroubra",-33.9675761,151.2653041,07-02-2017,02:40 PM,eBird - Stationary Count,45,1,,,2
S33916985,Black-browed Albatross (Black-browed),Thalassarche melanophris melanophris,1693,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S33916985,Black-browed Albatross (Campbell),Thalassarche melanophris impavida,1694,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S33912080,Royal Albatross,Diomedea epomophora,1698,X,NZ-OTA,Dunedin City,Aramoana Mole,-45.7709955,170.719471,03-05-2016,05:00 PM,eBird - Casual Observation,0,0,,,3
S33916985,Providence Petrel,Pterodroma solandri,1740,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S33916985,Fairy Prion,Pachyptila turtur,1782,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S33882090,Asian Openbill,Anastomus oscitans,1941.03,X,IN-RJ,Jodhpur,Barli Lake,26.3153438,72.9285765,03-18-2015,03:00 PM,eBird - Casual Observation,0,0,,,2
S33951027,Asian Openbill,Anastomus oscitans,1941.03,1,CN-53,,Xishuangbanna Tropical Botanical Garden,21.9285951,101.2555897,04-01-2012,08:00 AM,eBird - Casual Observation,0,0,,,1
S37444934,White Stork,Ciconia ciconia,1941.26,12,PT-06,Condeixa-a-Nova,"PT-Coimbra - 40,14x-8,494 - 07/06/2017 12:30 da tarde",40.1402178,-8.4939298,06-06-2017,09:28 PM,eBird - Casual Observation,,0,,,3,N Visiting Probable Nest Site
S37617655,White Stork,Ciconia ciconia,1941.26,4,PT-01,Estarreja,"40,716x-8,564 - 16/06/2017 9:52 da manhã",40.7158142,-8.5639101,06-16-2017,07:28 AM,eBird - Casual Observation,,0,,,1,N Visiting Probable Nest Site
S37202092,White Stork,Ciconia ciconia,1941.26,5,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2,NY Nest with Young
S37227254,White Stork,Ciconia ciconia,1941.26,4,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1,NY Nest with Young
S37282104,White Stork,Ciconia ciconia,1941.26,1,NL-NH,,Vondelpark,52.3579375,4.867512,05-30-2017,08:34 PM,eBird - Traveling Count,15,1,1.2,,1
S33874498,Black-necked Stork,Ephippiorhynchus asiaticus,1941.36,X,AU-NT,,Kakadu National Park--Mamukala Billabong,-12.6509116,132.5737703,06-17-2014,03:00 PM,eBird - Casual Observation,0,0,,,3
S33873794,Brown Booby,Sula leucogaster,1954,14,AU-QLD,,"Mackay Reef, off Cape Tribulation",-16.04482,145.64952,07-20-2014,12:00 PM,eBird - Casual Observation,0,0,,,1
S37921801,Australasian Gannet,Morus serrator,1966,4,AU-NSW,,"Boora Point, Maroubra",-33.9675761,151.2653041,07-02-2017,02:40 PM,eBird - Stationary Count,45,1,,,2
S37785693,Australasian Gannet,Morus serrator,1966,30,AU-NSW,,"Mistral Point, Maroubra",-33.9412371,151.2646124,06-25-2017,04:28 PM,eBird - Stationary Count,28,1,,,3
S33916985,Australasian Gannet,Morus serrator,1966,X,AU-NSW,,Offshore--Sydney Pelagic,-33.9166667,151.4166667,05-14-2016,07:45 AM,eBird - Casual Observation,0,1,,,20
S37921801,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,"Boora Point, Maroubra",-33.9675761,151.2653041,07-02-2017,02:40 PM,eBird - Stationary Count,45,1,,,2
S33914429,Little Pied Cormorant,Microcarbo melanoleucos,1968,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S35079695,Little Pied Cormorant,Microcarbo melanoleucos,1968,3,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S37077499,Little Pied Cormorant,Microcarbo melanoleucos,1968,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S33998420,Little Pied Cormorant,Microcarbo melanoleucos,1968,2,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,01-29-2017,10:48 AM,eBird - Stationary Count,22,1,,,1
S34158199,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,02-05-2017,09:32 AM,eBird - Traveling Count,30,1,.8,,1
S36245242,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,Clovelly Beach,-33.9138918,151.2667578,04-25-2017,10:27 AM,eBird - Traveling Count,37,1,1.5,,1
S37819653,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,Coogee Beach,-33.9209633,151.2575769,06-27-2017,08:56 AM,eBird - Stationary Count,14,1,,,1
S35932805,Little Pied Cormorant,Microcarbo melanoleucos,1968,4,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34084833,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S34795961,Little Pied Cormorant,Microcarbo melanoleucos,1968,1,AU-NSW,,Sydney Cove and Circular Quay,-33.8600191,151.2116683,02-26-2017,09:15 AM,eBird - Stationary Count,4,1,,,2
S36190791,Little Pied Cormorant,Microcarbo melanoleucos,1968,5,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S33882090,Little Cormorant,Microcarbo niger,1971,X,IN-RJ,Jodhpur,Barli Lake,26.3153438,72.9285765,03-18-2015,03:00 PM,eBird - Casual Observation,0,0,,,2
S33882090,Great Cormorant,Phalacrocorax carbo,1984.04,X,IN-RJ,Jodhpur,Barli Lake,26.3153438,72.9285765,03-18-2015,03:00 PM,eBird - Casual Observation,0,0,,,2
S37551815,Great Cormorant,Phalacrocorax carbo,1984.04,4,PT-13,Vila Nova de Gaia,Barragem de Crestula-Lever,41.0722408,-8.4865713,06-12-2017,11:00 AM,eBird - Stationary Count,15,1,,,2
S37602371,Great Cormorant,Phalacrocorax carbo,1984.04,1,PT-01,Ílhavo,Ria de Aveiro--Canal de Mira--troço Vagueira-Costa Nova/Gafanha da Encarnação,40.5954158,-8.7488079,06-15-2017,10:09 AM,eBird - Traveling Count,180,1,5,,2
S36081411,Great Cormorant,Phalacrocorax carbo,1984.04,1,AU-NSW,,"AU-Nova Gales do Sul-Queens Park-Musgrave Avenue - -33,902x151,242",-33.9015289,151.2423158,04-19-2017,10:16 AM,eBird - Stationary Count,12,1,,,1
S33914429,Great Cormorant,Phalacrocorax carbo,1984.04,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34078473,Great Cormorant,Phalacrocorax carbo,1984.04,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
